Ticker,Total_BUY,Total_SELL,Total_SHORT,Successful_BUY,Successful_SELL,Successful_SHORT,Active_Strikes
MO,35,20,14,16,13,6,"         Date  Price Signal  Year Strike  StrikeCount
2  2024-06-06  46.69    BUY  2024      X            1
3  2024-05-23  45.94   SELL  2024      X            1
5  2024-05-06  43.49  SHORT  2024      X            6
9  2024-03-04  40.19  SHORT  2024      X            5
10 2024-02-21  40.47    BUY  2024      X            6
11 2024-02-07  40.26  SHORT  2024      X            4
12 2024-02-06  40.60    BUY  2024      X            5
13 2024-01-31  40.24  SHORT  2024      X            3
14 2024-01-29  40.36    BUY  2024      X            4
16 2024-01-08  41.71    BUY  2024      X            3
17 2023-12-21  40.31   SELL  2023      X            3
18 2023-12-18  42.20    BUY  2023      X            2
19 2023-12-07  41.32   SELL  2023      X            2
20 2023-11-28  41.59    BUY  2023      X            1
21 2023-11-06  40.54  SHORT  2023      X            2
23 2023-10-27  39.58   SELL  2023      X            1
24 2023-10-25  42.69    BUY  2023      X            1
27 2023-10-03  41.21  SHORT  2023      X            1
28 2023-09-28  42.14    BUY  2023      X            2
30 2023-09-08  43.98    BUY  2023      X            1
34 2023-08-08  44.24    BUY  2023      X            1
41 2023-04-20  45.99   SELL  2023      X            1
43 2023-04-05  44.43  SHORT  2023      X            1
46 2023-03-03  46.53    BUY  2023      X            2
48 2023-02-13  47.59    BUY  2023      X            1
49 2023-02-07  46.56   SELL  2023      X            1
52 2022-12-27  46.48    BUY  2022      X            2
54 2022-12-08  46.86    BUY  2022      X            1
61 2022-09-27  41.42  SHORT  2022      X            1
62 2022-09-16  42.16    BUY  2022      X            3
64 2022-09-08  45.15    BUY  2022      X            2
66 2022-08-24  45.80    BUY  2022      X            1
67 2022-08-19  45.47   SELL  2022      X            1"
AWK,38,21,16,21,12,9,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-23  140.58   SELL  2024      X            2
3  2024-07-15  137.56   SELL  2024      X            1
8  2024-05-16  134.27    BUY  2024      X            1
12 2024-04-09  121.18    BUY  2024      X            1
13 2024-04-02  119.71   SELL  2024      X            3
15 2024-03-21  118.21  SHORT  2024      X            4
16 2024-03-13  120.54    BUY  2024      X            5
17 2024-03-07  118.86  SHORT  2024      X            3
18 2024-03-04  120.08    BUY  2024      X            4
19 2024-02-26  118.43  SHORT  2024      X            2
20 2024-02-15  122.72    BUY  2024      X            3
21 2024-02-13  121.31  SHORT  2024      X            1
22 2024-01-29  124.95    BUY  2024      X            2
24 2023-12-13  133.14    BUY  2023      X            1
25 2023-12-05  131.97   SELL  2023      X            2
27 2023-11-07  127.15   SELL  2023      X            1
30 2023-10-09  119.75    BUY  2023      X            1
34 2023-08-25  139.43    BUY  2023      X            4
36 2023-07-21  147.92    BUY  2023      X            3
37 2023-07-18  143.34  SHORT  2023      X            3
38 2023-07-13  145.45    BUY  2023      X            2
39 2023-07-07  141.06  SHORT  2023      X            2
40 2023-07-03  143.22    BUY  2023      X            1
44 2023-05-05  148.31    BUY  2023      X            1
49 2023-03-21  141.20  SHORT  2023      X            1
52 2023-02-13  151.71    BUY  2023      X            1
57 2022-12-30  152.62   SELL  2022      X            1
61 2022-11-29  148.24   SELL  2022      X            3
63 2022-11-14  145.47   SELL  2022      X            2
65 2022-11-01  143.70   SELL  2022      X            1
68 2022-10-04  135.59    BUY  2022      X            1
72 2022-08-24  154.24    BUY  2022      X            1"
AEP,36,20,15,20,10,9,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-08   87.11   SELL  2024      X            1
2  2024-06-24   88.14    BUY  2024      X            3
4  2024-05-31   89.11    BUY  2024      X            2
6  2024-05-16   92.54    BUY  2024      X            1
7  2024-05-14   91.23   SELL  2024      X            2
9  2024-04-26   86.35   SELL  2024      X            1
12 2024-04-08   84.27    BUY  2024      X            3
14 2024-03-28   85.16    BUY  2024      X            2
15 2024-03-26   82.48  SHORT  2024      X            1
16 2024-03-19   82.50    BUY  2024      X            1
19 2024-02-26   81.74   SELL  2024      X            1
22 2024-01-29   78.33    BUY  2024      X            1
25 2023-12-05   79.88   SELL  2023      X            2
27 2023-10-27   75.26   SELL  2023      X            1
32 2023-08-23   79.43    BUY  2023      X            1
35 2023-07-07   84.62   SELL  2023      X            2
37 2023-06-28   82.96  SHORT  2023      X            2
38 2023-06-15   84.58    BUY  2023      X            1
39 2023-06-09   84.42  SHORT  2023      X            1
42 2023-05-05   91.73    BUY  2023      X            2
44 2023-04-24   93.98    BUY  2023      X            1
45 2023-04-14   92.66   SELL  2023      X            1
49 2023-03-10   88.48  SHORT  2023      X            1
52 2023-02-13   90.93    BUY  2023      X            1
57 2022-12-30   95.06  SHORT  2022      X            1
58 2022-12-21   95.21    BUY  2022      X            1
61 2022-12-02   95.12   SELL  2022      X            2
63 2022-11-09   87.82   SELL  2022      X            1
66 2022-10-04   88.84    BUY  2022      X            1
69 2022-08-30  101.58  SHORT  2022      X            1
70 2022-08-25  103.38    BUY  2022      X            1"
AXP,40,24,16,28,16,8,"         Date   Price Signal  Year Strike  StrikeCount
4  2024-06-27  228.40  SHORT  2024      X            1
7  2024-05-31  239.02    BUY  2024      X            2
9  2024-05-21  243.08    BUY  2024      X            1
10 2024-05-16  241.32   SELL  2024      X            1
16 2024-03-11  221.13   SELL  2024      X            2
18 2024-02-13  209.67   SELL  2024      X            1
24 2023-11-09  152.37   SELL  2023      X            1
27 2023-10-17  153.27    BUY  2023      X            1
28 2023-10-13  151.10  SHORT  2023      X            2
31 2023-09-15  162.61    BUY  2023      X            5
32 2023-09-07  156.78  SHORT  2023      X            1
33 2023-08-28  159.19    BUY  2023      X            4
35 2023-08-14  165.86    BUY  2023      X            3
36 2023-08-09  164.82  SHORT  2023      X            4
37 2023-07-31  167.10    BUY  2023      X            2
39 2023-07-17  175.39    BUY  2023      X            1
40 2023-07-06  170.94  SHORT  2023      X            3
44 2023-05-24  150.97  SHORT  2023      X            2
46 2023-05-12  148.81  SHORT  2023      X            1
47 2023-05-09  153.18    BUY  2023      X            1
53 2023-03-31  164.23    BUY  2023      X            2
54 2023-03-24  159.96  SHORT  2023      X            1
55 2023-03-21  164.46    BUY  2023      X            1
60 2023-02-02  173.13   SELL  2023      X            1
68 2022-11-09  148.31   SELL  2022      X            1
72 2022-10-20  143.29   SELL  2022      X            1
77 2022-08-24  159.13    BUY  2022      X            1"
AON,36,22,13,20,13,6,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-19  298.41  SHORT  2024      X            1
2  2024-07-17  299.71    BUY  2024      X            1
3  2024-07-15  297.31   SELL  2024      X            2
5  2024-07-09  293.16   SELL  2024      X            1
9  2024-04-29  281.04  SHORT  2024      X            2
10 2024-04-18  308.70    BUY  2024      X            1
13 2024-02-14  309.04   SELL  2024      X            1
20 2023-11-24  330.02    BUY  2023      X            1
23 2023-10-31  309.40  SHORT  2023      X            1
24 2023-10-24  315.47    BUY  2023      X            4
26 2023-10-16  327.74    BUY  2023      X            3
27 2023-10-12  324.46  SHORT  2023      X            1
28 2023-10-05  325.85    BUY  2023      X            2
30 2023-09-12  334.99    BUY  2023      X            1
31 2023-09-05  329.99   SELL  2023      X            1
37 2023-06-26  330.39  SHORT  2023      X            1
44 2023-03-03  304.07    BUY  2023      X            2
46 2023-02-07  318.72    BUY  2023      X            1
49 2022-12-28  299.51  SHORT  2022      X            2
50 2022-12-21  300.55    BUY  2022      X            2
51 2022-12-16  300.09  SHORT  2022      X            1
52 2022-12-05  307.73    BUY  2022      X            1
53 2022-11-29  303.30   SELL  2022      X            5
55 2022-11-14  291.32   SELL  2022      X            4
57 2022-11-02  282.33   SELL  2022      X            3
58 2022-10-28  283.19    BUY  2022      X            3
59 2022-10-26  279.13   SELL  2022      X            2
60 2022-10-21  280.12    BUY  2022      X            2
61 2022-10-20  273.72   SELL  2022      X            1
62 2022-10-13  280.43    BUY  2022      X            1
68 2022-08-25  290.10    BUY  2022      X            1"
AAPL,41,26,14,21,11,10,"         Date   Price Signal  Year Strike  StrikeCount
5  2024-06-10  193.12   SELL  2024      X            3
7  2024-05-23  190.21   SELL  2024      X            2
9  2024-04-26  169.30   SELL  2024      X            1
14 2024-03-12  173.23    BUY  2024      X            2
16 2024-02-21  182.32    BUY  2024      X            1
23 2023-11-24  189.97   SELL  2023      X            1
26 2023-10-24  173.44    BUY  2023      X            1
29 2023-09-21  173.93  SHORT  2023      X            1
30 2023-09-18  177.11    BUY  2023      X            1
34 2023-07-25  193.62    BUY  2023      X            2
35 2023-07-21  192.43   SELL  2023      X            8
36 2023-07-17  192.59    BUY  2023      X            1
37 2023-07-05  191.33   SELL  2023      X            7
39 2023-06-21  184.23   SELL  2023      X            6
41 2023-06-05  179.87   SELL  2023      X            5
43 2023-05-23  172.50   SELL  2023      X            4
44 2023-05-08  173.11    BUY  2023      X            4
45 2023-05-02  168.54   SELL  2023      X            3
46 2023-04-28  169.10    BUY  2023      X            3
47 2023-04-21  165.02   SELL  2023      X            2
48 2023-04-14  165.21    BUY  2023      X            2
49 2023-04-12  160.22  SHORT  2023      X            1
50 2023-03-31  163.02    BUY  2023      X            1
51 2023-03-28  157.65   SELL  2023      X            1
56 2023-02-13  151.55    BUY  2023      X            1
57 2023-02-09  151.38   SELL  2023      X            1
59 2023-01-05  125.42  SHORT  2023      X            1
60 2022-12-30  129.93    BUY  2022      X            5
62 2022-12-21  133.45    BUY  2022      X            4
64 2022-12-01  148.31    BUY  2022      X            3
65 2022-11-28  144.62   SELL  2022      X            1
66 2022-11-11  147.39    BUY  2022      X            2
68 2022-10-31  153.34    BUY  2022      X            1
69 2022-10-27  147.54   SELL  2022      X            1
74 2022-09-20  155.02    BUY  2022      X            3
75 2022-09-15  153.29  SHORT  2022      X            1
76 2022-09-09  156.50    BUY  2022      X            2
78 2022-08-24  167.53    BUY  2022      X            1"
ANSS,39,23,16,22,13,8,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-31  313.53    BUY  2024      X            3
2  2024-07-25  311.31  SHORT  2024      X            4
3  2024-07-23  319.97    BUY  2024      X            2
4  2024-07-18  319.67   SELL  2024      X            3
5  2024-07-16  330.37    BUY  2024      X            1
6  2024-07-09  327.35   SELL  2024      X            2
8  2024-06-14  323.64   SELL  2024      X            1
11 2024-05-24  330.24    BUY  2024      X            1
12 2024-05-14  326.82   SELL  2024      X            1
16 2024-03-11  333.70  SHORT  2024      X            3
17 2024-03-07  339.37    BUY  2024      X            1
18 2024-03-05  335.82  SHORT  2024      X            2
22 2024-01-16  332.46  SHORT  2024      X            1
23 2024-01-08  348.23    BUY  2024      X            1
27 2023-11-29  298.86    BUY  2023      X            1
28 2023-11-22  298.52   SELL  2023      X            1
31 2023-10-17  297.69    BUY  2023      X            1
35 2023-09-14  313.91    BUY  2023      X            1
38 2023-08-17  295.26  SHORT  2023      X            1
39 2023-08-11  300.71    BUY  2023      X            3
41 2023-07-31  340.13    BUY  2023      X            2
42 2023-07-27  338.18  SHORT  2023      X            1
43 2023-07-25  344.17    BUY  2023      X            1
44 2023-07-20  342.43   SELL  2023      X            1
51 2023-04-17  320.18    BUY  2023      X            1
54 2023-03-22  309.68   SELL  2023      X            1
58 2023-02-09  271.42   SELL  2023      X            2
60 2023-01-19  248.40   SELL  2023      X            1
62 2023-01-03  238.93  SHORT  2023      X            1
65 2022-12-01  255.43    BUY  2022      X            1
66 2022-11-17  246.64   SELL  2022      X            1
71 2022-09-28  231.56    BUY  2022      X            2
73 2022-09-19  241.43    BUY  2022      X            1
77 2022-08-25  263.78    BUY  2022      X            1"
APTV,32,18,13,14,12,8,"         Date   Price Signal  Year Strike  StrikeCount
10 2024-04-09   76.88    BUY  2024      X            4
12 2024-03-28   79.44    BUY  2024      X            3
13 2024-03-14   78.22   SELL  2024      X            1
14 2024-03-05   79.30    BUY  2024      X            2
16 2024-02-12   82.42    BUY  2024      X            1
17 2024-02-05   82.23   SELL  2024      X            1
19 2024-01-17   79.11  SHORT  2024      X            1
20 2024-01-11   83.32    BUY  2024      X            1
26 2023-10-10   97.70    BUY  2023      X            3
27 2023-10-05   95.51  SHORT  2023      X            1
28 2023-09-28   99.14    BUY  2023      X            2
29 2023-09-22   97.93   SELL  2023      X            1
30 2023-09-12  101.43    BUY  2023      X            1
34 2023-07-26  110.39    BUY  2023      X            1
37 2023-05-25   89.71  SHORT  2023      X            2
38 2023-05-18   94.31    BUY  2023      X            5
39 2023-05-16   91.21  SHORT  2023      X            1
40 2023-05-11   94.29    BUY  2023      X            4
42 2023-04-11  104.97    BUY  2023      X            3
43 2023-04-06  103.17  SHORT  2023      X            1
44 2023-03-31  111.27    BUY  2023      X            2
46 2023-02-15  122.67    BUY  2023      X            1
47 2023-02-10  113.34   SELL  2023      X            1
50 2022-11-11  110.13    BUY  2022      X            1
51 2022-11-09   98.41   SELL  2022      X            2
53 2022-10-27   88.98   SELL  2022      X            1
56 2022-10-04   86.20    BUY  2022      X            1
60 2022-08-25   98.83    BUY  2022      X            1"
ANET,37,21,16,23,9,6,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-31  339.52    BUY  2024      X            2
2  2024-07-25  325.40  SHORT  2024      X            2
3  2024-07-23  343.92    BUY  2024      X            1
8  2024-04-29  263.67  SHORT  2024      X            1
12 2024-03-05  282.63   SELL  2024      X            2
14 2024-02-14  268.71  SHORT  2024      X            5
16 2024-01-31  260.71   SELL  2024      X            1
20 2023-12-06  213.40  SHORT  2023      X            4
21 2023-11-14  214.83    BUY  2023      X            1
22 2023-11-10  207.60   SELL  2023      X            2
24 2023-10-11  191.86   SELL  2023      X            1
28 2023-08-24  179.58   SELL  2023      X            3
30 2023-08-10  176.59   SELL  2023      X            2
31 2023-08-01  178.26    BUY  2023      X            2
32 2023-07-26  170.56  SHORT  2023      X            3
33 2023-07-18  171.26    BUY  2023      X            1
34 2023-07-14  166.08   SELL  2023      X            1
37 2023-06-12  164.24    BUY  2023      X            1
40 2023-05-12  138.63  SHORT  2023      X            2
42 2023-05-03  134.44  SHORT  2023      X            1
43 2023-04-28  157.53    BUY  2023      X            2
45 2023-04-13  163.43    BUY  2023      X            1
48 2023-03-10  147.70   SELL  2023      X            3
50 2023-02-17  139.68   SELL  2023      X            2
52 2023-02-10  134.78   SELL  2023      X            1
54 2023-01-19  113.99  SHORT  2023      X            1
55 2023-01-09  114.32    BUY  2023      X            3
57 2022-12-21  123.09    BUY  2022      X            2
59 2022-12-12  128.75    BUY  2022      X            1
62 2022-11-28  134.74   SELL  2022      X            2
64 2022-10-26  109.92   SELL  2022      X            1
67 2022-10-04  119.55    BUY  2022      X            2
68 2022-09-30  113.55  SHORT  2022      X            1
69 2022-09-28  116.69    BUY  2022      X            1
73 2022-08-15  127.46    BUY  2022      X            1"
AIZ,45,29,16,25,15,6,"         Date   Price Signal  Year Strike  StrikeCount
2  2024-07-25  169.59   SELL  2024      X            1
3  2024-07-23  170.26    BUY  2024      X            1
7  2024-06-18  168.37    BUY  2024      X            1
11 2024-05-14  177.05    BUY  2024      X            1
14 2024-04-25  173.64  SHORT  2024      X            7
18 2024-03-04  178.87   SELL  2024      X            1
22 2024-02-02  167.37   SELL  2024      X            1
24 2024-01-16  164.49  SHORT  2024      X            6
28 2023-12-14  168.61  SHORT  2023      X            5
29 2023-12-12  169.53    BUY  2023      X            1
30 2023-12-07  169.01   SELL  2023      X            1
38 2023-09-15  138.65   SELL  2023      X            2
39 2023-09-12  141.04    BUY  2023      X            3
40 2023-08-28  138.46  SHORT  2023      X            4
41 2023-08-24  140.38    BUY  2023      X            2
42 2023-08-22  140.23  SHORT  2023      X            3
43 2023-08-11  142.20    BUY  2023      X            1
44 2023-08-09  140.89   SELL  2023      X            1
46 2023-07-17  124.65  SHORT  2023      X            2
47 2023-07-11  126.53    BUY  2023      X            2
49 2023-06-13  128.91    BUY  2023      X            1
50 2023-06-09  125.52  SHORT  2023      X            1
53 2023-05-11  128.79    BUY  2023      X            1
54 2023-05-02  121.30   SELL  2023      X            4
56 2023-04-12  119.06   SELL  2023      X            3
59 2023-02-16  132.40    BUY  2023      X            1
60 2023-02-14  131.44   SELL  2023      X            2
62 2023-01-19  126.19   SELL  2023      X            1
63 2023-01-13  127.11    BUY  2023      X            1
64 2023-01-09  125.72  SHORT  2023      X            2
68 2022-11-28  125.22   SELL  2022      X            1
69 2022-11-21  126.19    BUY  2022      X            1
70 2022-11-15  124.62  SHORT  2022      X            1
73 2022-10-31  135.15    BUY  2022      X            2
75 2022-10-24  148.82    BUY  2022      X            1
78 2022-10-14  147.49  SHORT  2022      X            1
79 2022-10-11  150.08    BUY  2022      X            5
81 2022-10-04  151.02    BUY  2022      X            4
83 2022-09-08  162.72    BUY  2022      X            3
84 2022-09-06  158.66   SELL  2022      X            2
85 2022-09-01  160.00    BUY  2022      X            2
87 2022-08-25  165.14    BUY  2022      X            1
88 2022-08-22  164.84   SELL  2022      X            1"
ATO,35,22,12,22,13,8,"         Date   Price Signal  Year Strike  StrikeCount
1  2024-07-19  122.95   SELL  2024      X            1
6  2024-05-01  118.66    BUY  2024      X            1
7  2024-04-26  117.32   SELL  2024      X            2
10 2024-03-28  118.42    BUY  2024      X            1
11 2024-03-25  116.22   SELL  2024      X            1
21 2023-12-08  113.53   SELL  2023      X            3
23 2023-11-20  112.92   SELL  2023      X            2
24 2023-11-14  113.43    BUY  2023      X            1
25 2023-11-06  110.70   SELL  2023      X            1
27 2023-10-30  106.44  SHORT  2023      X            1
28 2023-10-24  108.67    BUY  2023      X            1
39 2023-05-02  113.80   SELL  2023      X            1
40 2023-04-19  114.44    BUY  2023      X            1
44 2023-03-14  111.84    BUY  2023      X            3
45 2023-03-09  110.87  SHORT  2023      X            1
46 2023-03-03  112.19    BUY  2023      X            2
48 2023-02-13  116.60    BUY  2023      X            1
52 2022-12-21  114.10    BUY  2022      X            2
54 2022-12-12  118.42    BUY  2022      X            1
55 2022-12-01  117.72   SELL  2022      X            2
57 2022-11-02  105.55   SELL  2022      X            1
59 2022-10-20  101.58  SHORT  2022      X            2
61 2022-10-14   98.97  SHORT  2022      X            1
62 2022-10-11  100.31    BUY  2022      X            2
64 2022-10-04  105.50    BUY  2022      X            1"
ADSK,33,20,12,21,12,8,"         Date   Price Signal  Year Strike  StrikeCount
5  2024-05-30  206.14  SHORT  2024      X            1
6  2024-05-03  215.19    BUY  2024      X            3
8  2024-04-23  217.93    BUY  2024      X            2
10 2024-03-19  256.19    BUY  2024      X            1
15 2024-01-31  253.81   SELL  2024      X            2
16 2024-01-29  254.41    BUY  2024      X            1
17 2024-01-25  251.75   SELL  2024      X            1
21 2023-12-06  220.29   SELL  2023      X            1
26 2023-10-17  212.77    BUY  2023      X            1
27 2023-10-13  210.53   SELL  2023      X            1
30 2023-09-14  214.45    BUY  2023      X            1
33 2023-08-16  207.88   SELL  2023      X            2
36 2023-07-26  212.48    BUY  2023      X            1
37 2023-07-21  210.00   SELL  2023      X            1
43 2023-05-08  192.13   SELL  2023      X            1
44 2023-05-01  195.69    BUY  2023      X            2
45 2023-04-25  191.86  SHORT  2023      X            1
46 2023-04-17  197.09    BUY  2023      X            1
49 2023-03-22  198.38   SELL  2023      X            1
50 2023-03-16  198.78    BUY  2023      X            1
59 2022-10-10  193.76  SHORT  2022      X            2
60 2022-10-04  198.56    BUY  2022      X            1
61 2022-09-30  188.24  SHORT  2022      X            1"
AXON,42,26,16,25,14,6,"         Date   Price Signal  Year Strike  StrikeCount
4  2024-07-01  292.52   SELL  2024      X            2
5  2024-06-27  294.93    BUY  2024      X            1
6  2024-06-20  293.14   SELL  2024      X            1
9  2024-05-28  287.72    BUY  2024      X            1
13 2024-04-08  311.21    BUY  2024      X            1
18 2024-02-12  268.40   SELL  2024      X            1
20 2024-01-31  251.87  SHORT  2024      X            4
21 2024-01-29  254.73    BUY  2024      X            1
25 2023-12-22  259.03    BUY  2023      X            1
26 2023-12-20  252.94   SELL  2023      X            3
28 2023-11-29  225.86   SELL  2023      X            2
30 2023-11-07  216.37   SELL  2023      X            1
32 2023-10-27  203.47  SHORT  2023      X            3
33 2023-10-24  213.33    BUY  2023      X            2
35 2023-10-16  219.33    BUY  2023      X            1
36 2023-10-12  217.02  SHORT  2023      X            2
42 2023-08-08  178.16  SHORT  2023      X            1
43 2023-08-04  179.54    BUY  2023      X            1
50 2023-05-24  193.25  SHORT  2023      X            1
51 2023-05-22  201.75    BUY  2023      X            2
53 2023-05-09  223.40    BUY  2023      X            1
54 2023-05-04  219.10  SHORT  2023      X            5
56 2023-04-28  212.54  SHORT  2023      X            4
57 2023-04-10  221.02    BUY  2023      X            3
58 2023-04-05  219.87   SELL  2023      X            1
59 2023-04-03  225.32    BUY  2023      X            2
60 2023-03-28  216.29  SHORT  2023      X            3
61 2023-03-21  219.68    BUY  2023      X            1
64 2023-02-17  191.69   SELL  2023      X            2
66 2023-02-09  183.81  SHORT  2023      X            2
67 2023-01-25  190.26    BUY  2023      X            1
68 2023-01-18  183.37   SELL  2023      X            1
70 2022-12-22  167.82  SHORT  2022      X            1
71 2022-12-14  173.52    BUY  2022      X            2
73 2022-12-01  185.13    BUY  2022      X            1
76 2022-11-02  145.73   SELL  2022      X            2
78 2022-10-11  123.00   SELL  2022      X            1
83 2022-08-12  124.74    BUY  2022      X            1"
BKR,36,20,16,18,10,5,"         Date  Price Signal  Year Strike  StrikeCount
3  2024-06-13  31.93  SHORT  2024      X            1
4  2024-06-10  31.97    BUY  2024      X            2
5  2024-06-04  31.81   SELL  2024      X            1
6  2024-05-28  32.41    BUY  2024      X            1
10 2024-04-19  32.54    BUY  2024      X            2
11 2024-04-16  32.20  SHORT  2024      X            2
12 2024-03-28  33.50    BUY  2024      X            1
13 2024-03-25  33.29   SELL  2024      X            2
15 2024-02-28  29.48   SELL  2024      X            1
17 2024-02-09  29.06  SHORT  2024      X            1
20 2024-01-23  31.14    BUY  2024      X            1
23 2023-12-06  32.48  SHORT  2023      X            2
24 2023-12-01  33.79    BUY  2023      X            2
25 2023-11-29  33.39  SHORT  2023      X            1
26 2023-11-13  34.47    BUY  2023      X            1
30 2023-10-17  35.35    BUY  2023      X            2
32 2023-09-25  35.67    BUY  2023      X            1
35 2023-08-10  35.33  SHORT  2023      X            3
36 2023-07-31  35.73    BUY  2023      X            1
37 2023-07-27  35.40   SELL  2023      X            3
39 2023-06-08  30.46   SELL  2023      X            2
41 2023-05-25  28.00   SELL  2023      X            1
45 2023-04-06  28.86  SHORT  2023      X            2
47 2023-03-23  26.90  SHORT  2023      X            1
48 2023-03-21  27.71    BUY  2023      X            1
52 2023-02-10  32.86    BUY  2023      X            2
53 2023-02-03  31.37   SELL  2023      X            4
54 2023-01-26  31.46    BUY  2023      X            1
55 2023-01-19  30.49   SELL  2023      X            3
57 2023-01-04  28.23   SELL  2023      X            2
58 2022-12-23  29.07    BUY  2022      X            3
59 2022-12-16  28.37  SHORT  2022      X            1
60 2022-12-13  28.94    BUY  2022      X            2
62 2022-11-15  30.74    BUY  2022      X            1
63 2022-11-09  30.42   SELL  2022      X            1
65 2022-10-10  22.76  SHORT  2022      X            2
68 2022-09-09  24.75    BUY  2022      X            1
71 2022-08-04  24.53  SHORT  2022      X            1"
